ID,D,E,F,H,I,L,Oxygen,Nitrogen,Acid,Basic,Polar,Non_Polar,molecular_weight,aromaticity,flexibility_mean,flexibility_max,flexibility_min,gravy,secondary_structure_fraction_a,molar_extinction_coefficient_reduced_cysteines,molar_extinction_coefficient_disulfid_bridges,type
Q9Y6X1,0.0,0.045454545,0.045454545,0.015151515,0.106060606,0.045454545,0.318181818,0.46969697,0.045454545,0.166666667,0.484848485,0.515151515,7373.6782,0.060606061,0.997877611,1.058761905,0.926892857,0.003030303,0.287878788,5500.0,5500,Single-pass membrane protein
Q5QJU3,0.029090909,0.032727273,0.076363636,0.014545455,0.069090909,0.127272727,0.32,0.265454545,0.061818182,0.083636364,0.407272727,0.592727273,31308.8843,0.156363636,0.97675546,1.050595238,0.922428571,0.672363636,0.432727273,80900.0,81775,Multi-pass membrane protein
P56373,0.050377834,0.052896725,0.062972292,0.007556675,0.073047859,0.062972292,0.465994962,0.289672544,0.103274559,0.115869018,0.513853904,0.486146096,44288.4886,0.113350126,0.996564525,1.071630952,0.923940476,-0.017128463,0.34256927,49850.0,50600,Multi-pass membrane protein
Q5I7T1,0.014799154,0.027484144,0.1205074,0.023255814,0.063424947,0.139534884,0.321353066,0.293868922,0.042283298,0.105708245,0.403805497,0.596194503,55447.2502,0.202959831,0.976648168,1.064166667,0.918369048,0.6,0.473572939,110240.0,111115,Multi-pass membrane protein
Q99705,0.026066351,0.023696682,0.047393365,0.009478673,0.068720379,0.106635071,0.357819905,0.296208531,0.049763033,0.087677725,0.454976303,0.545023697,45962.1537,0.101895735,0.98691782,1.071404762,0.920309524,0.34028436,0.3507109,74370.0,75120,Multi-pass membrane protein
B7ZAQ6,0.026373626,0.03956044,0.096703297,0.015384615,0.103296703,0.123076923,0.38021978,0.292307692,0.065934066,0.107692308,0.410989011,0.589010989,52916.3375,0.158241758,0.981496343,1.056154762,0.923892857,0.556263736,0.454945055,73800.0,74050,Multi-pass membrane protein
O75204,0.016806723,0.06302521,0.042016807,0.033613445,0.042016807,0.134453782,0.382352941,0.294117647,0.079831933,0.100840336,0.457983193,0.542016807,25841.4813,0.096638655,0.991596122,1.063630952,0.929357143,0.140336134,0.327731092,27390.0,27765,Multi-pass membrane protein
P09758,0.061919505,0.049535604,0.021671827,0.024767802,0.037151703,0.120743034,0.405572755,0.442724458,0.111455108,0.170278638,0.535603715,0.464396285,35709.0128,0.049535604,0.997183348,1.07425,0.934607143,-0.227863777,0.287925697,17420.0,18170,Single-pass membrane protein
Q495M3,0.031055901,0.033126294,0.053830228,0.01863354,0.089026915,0.151138716,0.360248447,0.240165631,0.064182195,0.091097308,0.432712215,0.567287785,53215.6977,0.093167702,0.985585292,1.078690476,0.922654762,0.620289855,0.407867495,48360.0,48985,Multi-pass membrane protein
P19526,0.049315068,0.04109589,0.065753425,0.038356164,0.032876712,0.120547945,0.380821918,0.402739726,0.090410959,0.126027397,0.487671233,0.512328767,41250.9883,0.117808219,0.989347378,1.051357143,0.926964286,-0.040547945,0.331506849,76430.0,76930,Single-pass membrane protein
Q9BUR5,0.03030303,0.055555556,0.04040404,0.005050505,0.04040404,0.106060606,0.449494949,0.308080808,0.085858586,0.121212121,0.505050505,0.494949495,22284.3626,0.126262626,1.001732741,1.067154762,0.943607143,-0.311111111,0.343434343,41370.0,41495,Single-pass membrane protein
Q9UN74,0.06124604,0.071805702,0.029567054,0.015839493,0.043294615,0.10876452,0.500527983,0.307286167,0.133051742,0.110876452,0.532206969,0.467793031,102292.0691,0.063357973,1.003804561,1.099809524,0.930202381,-0.205279831,0.305174234,87780.0,88405,Single-pass membrane protein
Q7Z4N2,0.052401747,0.079850281,0.031815346,0.023705552,0.063630692,0.104803493,0.505302558,0.366812227,0.132252027,0.148471616,0.547723019,0.452276981,182176.3342,0.07860262,1.002803795,1.101619048,0.923190476,-0.365938865,0.310043668,199970.0,201470,Multi-pass membrane protein
Q9BVW6,0.058823529,0.082352941,0.035294118,0.035294118,0.094117647,0.047058824,0.529411765,0.4,0.141176471,0.129411765,0.564705882,0.435294118,9519.512,0.082352941,0.997580357,1.055678571,0.936380952,-0.383529412,0.270588235,13980.0,14105,Single-pass membrane protein
Q9Y4D8,0.046546547,0.069319319,0.02977978,0.022272272,0.048798799,0.117617618,0.481731732,0.32957958,0.115865866,0.121371371,0.552552553,0.447447447,439339.125,0.060560561,1.000811053,1.087607143,0.922190476,-0.176426426,0.292042042,327630.0,333755,Single-pass membrane protein
Q5VW36,0.035535813,0.061632426,0.028317601,0.027762354,0.056079956,0.156024431,0.434758468,0.312048862,0.09716824,0.112715158,0.500277624,0.499722376,200055.9609,0.067184897,0.994386121,1.078380952,0.934202381,0.135313715,0.348695169,228610.0,230985,Multi-pass membrane protein
Q9UHC3,0.041431262,0.056497175,0.039548023,0.028248588,0.032015066,0.107344633,0.433145009,0.382297552,0.097928437,0.122410546,0.544256121,0.455743879,58904.7062,0.084745763,0.996744755,1.062619048,0.941404762,-0.265348399,0.27306968,55810.0,56935,Multi-pass membrane protein
Q8WY98,0.012195122,0.042682927,0.024390244,0.012195122,0.048780488,0.182926829,0.365853659,0.268292683,0.054878049,0.085365854,0.432926829,0.567073171,17600.5513,0.06097561,0.989232412,1.064166667,0.935904762,0.432317073,0.353658537,20970.0,21220,Multi-pass membrane protein
Q9Y5Y7,0.02173913,0.074534161,0.049689441,0.0,0.049689441,0.074534161,0.48447205,0.270186335,0.096273292,0.111801242,0.565217391,0.434782609,35213.0332,0.083850932,1.002945307,1.082416667,0.931904762,-0.127639752,0.285714286,32430.0,33055,Single-pass membrane protein
O15427,0.030107527,0.03655914,0.075268817,0.010752688,0.043010753,0.129032258,0.296774194,0.215053763,0.066666667,0.083870968,0.367741935,0.632258065,49468.8042,0.113978495,0.986130456,1.077369048,0.920797619,0.66172043,0.391397849,42860.0,43485,Multi-pass membrane protein
Q96A29,0.024725275,0.032967033,0.054945055,0.008241758,0.038461538,0.162087912,0.362637363,0.236263736,0.057692308,0.07967033,0.412087912,0.587912088,39808.3779,0.115384615,0.984882797,1.076880952,0.92927381,0.545054945,0.398351648,68870.0,69370,Multi-pass membrane protein
Q8NE00,0.044354839,0.034274194,0.084677419,0.02016129,0.058467742,0.110887097,0.381048387,0.290322581,0.078629032,0.096774194,0.421370968,0.578629032,55678.3358,0.141129032,0.982013616,1.07602381,0.921142857,0.460282258,0.403225806,73800.0,74550,Multi-pass membrane protein
Q99643,0.00591716,0.029585799,0.035502959,0.047337278,0.053254438,0.165680473,0.272189349,0.349112426,0.035502959,0.130177515,0.420118343,0.579881657,18610.0168,0.082840237,0.985118304,1.05522619,0.936,0.447337278,0.360946746,27960.0,28210,Multi-pass membrane protein
Q86YC3,0.049132948,0.043352601,0.040462428,0.027456647,0.021676301,0.196531792,0.436416185,0.349710983,0.092485549,0.099710983,0.502890173,0.497109827,76365.0282,0.073699422,0.992250087,1.061988095,0.923285714,0.085115607,0.339595376,74370.0,75620,Single-pass membrane protein
Q6PXP3,0.015625,0.0546875,0.052734375,0.017578125,0.07421875,0.130859375,0.353515625,0.28125,0.0703125,0.09765625,0.4140625,0.5859375,55726.8511,0.09375,0.986867628,1.073916667,0.930714286,0.490625,0.3828125,47330.0,47830,Multi-pass membrane protein
P51172,0.024937656,0.047381546,0.027431421,0.048628429,0.017456359,0.120947631,0.381546135,0.428927681,0.072319202,0.140897756,0.552369077,0.447630923,87849.0089,0.078553616,0.995099787,1.066440476,0.935261905,-0.28915212,0.269326683,145300.0,147175,Multi-pass membrane protein
P29972,0.048327138,0.022304833,0.048327138,0.018587361,0.085501859,0.12267658,0.371747212,0.275092937,0.07063197,0.089219331,0.412639405,0.587360595,28525.6566,0.081784387,0.98738196,1.069166667,0.927404762,0.494795539,0.371747212,29450.0,29700,Multi-pass membrane protein
A6NNN8,0.018390805,0.029885057,0.059770115,0.009195402,0.062068966,0.137931034,0.296551724,0.193103448,0.048275862,0.059770115,0.377011494,0.622988506,46730.0884,0.112643678,0.980346719,1.05,0.930404762,0.88045977,0.416091954,78380.0,79255,Multi-pass membrane protein
O95249,0.052,0.064,0.028,0.036,0.06,0.12,0.52,0.496,0.116,0.18,0.576,0.424,28612.3089,0.06,1.002961717,1.060928571,0.934416667,-0.5252,0.268,15930.0,16055,Single-pass membrane protein
Q10981,0.034985423,0.040816327,0.06122449,0.043731778,0.06122449,0.093294461,0.379008746,0.387755102,0.075801749,0.128279883,0.460641399,0.539358601,39016.6352,0.128279883,0.988282578,1.05702381,0.928869048,0.008746356,0.349854227,74370.0,74495,Single-pass membrane protein
Q96EP9,0.036613272,0.029748284,0.043478261,0.016018307,0.050343249,0.164759725,0.345537757,0.173913043,0.066361556,0.059496568,0.414187643,0.585812357,46503.2614,0.089244851,0.986771751,1.082916667,0.922702381,0.586956522,0.366132723,53860.0,54485,Multi-pass membrane protein
P43307,0.076923077,0.101398601,0.059440559,0.003496503,0.048951049,0.111888112,0.576923077,0.311188811,0.178321678,0.097902098,0.538461538,0.461538462,32234.9449,0.083916084,1.004667311,1.0775,0.933714286,-0.318181818,0.325174825,14440.0,14440,Single-pass membrane protein
Q9NYL4,0.034825871,0.064676617,0.009950249,0.024875622,0.054726368,0.169154229,0.358208955,0.353233831,0.099502488,0.164179104,0.487562189,0.512437811,22180.1027,0.044776119,0.996090712,1.097714286,0.93625,0.05920398,0.348258706,14440.0,14565,Single-pass membrane protein
Q9Y666,0.033240997,0.059095106,0.046168052,0.019390582,0.052631579,0.109879963,0.413665743,0.313019391,0.092336103,0.104339797,0.463527239,0.536472761,119104.5292,0.090489381,0.993264654,1.073904762,0.919119048,0.122253001,0.33056325,143700.0,145075,Multi-pass membrane protein
O75056,0.042986425,0.076923077,0.024886878,0.004524887,0.020361991,0.088235294,0.484162896,0.221719457,0.119909502,0.07918552,0.556561086,0.443438914,45496.4008,0.040723982,1.007586248,1.071357143,0.934095238,-0.230995475,0.219457014,14440.0,14440,Single-pass membrane protein
P08195,0.058730159,0.065079365,0.033333333,0.015873016,0.028571429,0.149206349,0.482539683,0.293650794,0.123809524,0.1,0.501587302,0.498412698,67993.1685,0.068253968,1.003120773,1.070297619,0.92775,-0.146825397,0.296825397,84910.0,85160,Single-pass membrane protein
O75023,0.037288136,0.052542373,0.023728814,0.023728814,0.027118644,0.118644068,0.438983051,0.318644068,0.089830508,0.110169492,0.547457627,0.452542373,64066.0848,0.079661017,1.001594009,1.070071429,0.926428571,-0.278135593,0.289830508,81250.0,82000,Single-pass membrane protein
Q9UHW9,0.037391304,0.06,0.046956522,0.023478261,0.062608696,0.109565217,0.431304348,0.315652174,0.097391304,0.116521739,0.479130435,0.520869565,127615.4776,0.090434783,0.99403538,1.075821429,0.918928571,0.092869565,0.335652174,146680.0,147805,Multi-pass membrane protein
P18433,0.047381546,0.068578554,0.039900249,0.017456359,0.064837905,0.067331671,0.52244389,0.364089776,0.1159601,0.125935162,0.567331671,0.432668329,90718.0034,0.092269327,1.001056431,1.093619048,0.924380952,-0.379551122,0.300498753,114710.0,115710,Single-pass membrane protein
Q9NZ42,0.00990099,0.04950495,0.108910891,0.0,0.069306931,0.128712871,0.346534653,0.336633663,0.059405941,0.089108911,0.376237624,0.623762376,12028.9507,0.227722772,0.976848344,1.053095238,0.923119048,0.384158416,0.495049505,41940.0,41940,Multi-pass membrane protein
Q53EU6,0.032258065,0.059907834,0.036866359,0.020737327,0.080645161,0.108294931,0.405529954,0.33640553,0.092165899,0.1359447,0.476958525,0.523041475,48704.6264,0.087557604,0.993524734,1.068214286,0.926940476,0.097235023,0.359447005,72880.0,73380,Multi-pass membrane protein
P14867,0.050438596,0.046052632,0.050438596,0.01754386,0.043859649,0.096491228,0.453947368,0.350877193,0.096491228,0.140350877,0.530701754,0.469298246,51801.2203,0.111842105,0.99614869,1.083988095,0.922464286,-0.201973684,0.328947368,77810.0,78060,Multi-pass membrane protein
Q08708,0.03125,0.049107143,0.03125,0.022321429,0.017857143,0.116071429,0.419642857,0.392857143,0.080357143,0.129464286,0.571428571,0.428571429,24830.1359,0.080357143,0.998917054,1.068547619,0.938035714,-0.291517857,0.294642857,48470.0,48720,Single-pass membrane protein
O15146,0.033371692,0.071346375,0.031070196,0.019562716,0.056386651,0.097813579,0.451093211,0.327963176,0.104718067,0.123130035,0.533947066,0.466052934,97055.2752,0.082853855,0.996698297,1.073202381,0.9335,-0.075143843,0.3141542,115170.0,117045,Single-pass membrane protein
Q9HDD0,0.041666667,0.05952381,0.06547619,0.011904762,0.053571429,0.083333333,0.458333333,0.279761905,0.101190476,0.095238095,0.464285714,0.535714286,18750.1624,0.136904762,0.995050839,1.053059524,0.940333333,0.000595238,0.375,21890.0,22015,Single-pass membrane protein
Q96B42,0.028571429,0.042857143,0.057142857,0.014285714,0.057142857,0.114285714,0.378571429,0.371428571,0.071428571,0.128571429,0.464285714,0.535714286,16265.0803,0.128571429,0.982031443,1.074511905,0.927035714,0.266428571,0.385714286,34950.0,35200,Multi-pass membrane protein
Q9BU79,0.042372881,0.025423729,0.076271186,0.008474576,0.127118644,0.13559322,0.372881356,0.262711864,0.06779661,0.093220339,0.43220339,0.56779661,13390.7437,0.13559322,0.97968851,1.060416667,0.927702381,0.641525424,0.449152542,14440.0,14690,Multi-pass membrane protein
P24557,0.041275797,0.069418386,0.069418386,0.022514071,0.041275797,0.120075047,0.414634146,0.377110694,0.110694184,0.135084428,0.508442777,0.491557223,60517.6102,0.103189493,0.995035578,1.057845238,0.937964286,-0.058724203,0.333958724,46870.0,47620,Multi-pass membrane protein
Q8IY26,0.033898305,0.027118644,0.044067797,0.027118644,0.027118644,0.162711864,0.322033898,0.376271186,0.061016949,0.125423729,0.457627119,0.542372881,32193.2652,0.084745763,0.990029429,1.053595238,0.926869048,0.232881356,0.342372881,45950.0,46200,Multi-pass membrane protein
Q8N912,0.025,0.05625,0.00625,0.0375,0.0125,0.13125,0.30625,0.6375,0.08125,0.23125,0.56875,0.43125,18050.9272,0.0375,0.996907127,1.063178571,0.927285714,-0.439375,0.2625,19480.0,19855,Single-pass membrane protein
Q9C0J1,0.05026455,0.029100529,0.047619048,0.037037037,0.026455026,0.142857143,0.325396825,0.425925926,0.079365079,0.150793651,0.489417989,0.510582011,42309.9085,0.095238095,0.990723222,1.052380952,0.923845238,-0.053968254,0.322751323,62910.0,63535,Single-pass membrane protein
Q92187,0.04735376,0.050139276,0.04735376,0.036211699,0.064066852,0.108635097,0.420612813,0.462395543,0.097493036,0.192200557,0.537604457,0.462395543,41294.4845,0.094707521,0.996690578,1.064678571,0.932892857,-0.255988858,0.3454039,49390.0,49765,Single-pass membrane protein
O43825,0.028436019,0.049763033,0.049763033,0.042654028,0.059241706,0.099526066,0.440758294,0.462085308,0.078199052,0.165876777,0.549763033,0.450236967,49212.8654,0.127962085,0.995982215,1.070190476,0.92972619,-0.475592417,0.32464455,85260.0,85760,Single-pass membrane protein
Q9P0K1,0.059602649,0.062913907,0.034216336,0.027593819,0.056291391,0.078366446,0.5,0.374172185,0.122516556,0.14790287,0.587196468,0.412803532,100431.6611,0.07615894,1.003224492,1.076821429,0.932845238,-0.476821192,0.261589404,92710.0,95585,Single-pass membrane protein
Q9H6F2,0.026755853,0.043478261,0.070234114,0.060200669,0.053511706,0.130434783,0.331103679,0.307692308,0.070234114,0.143812709,0.444816054,0.555183946,33259.55,0.123745819,0.985670525,1.075928571,0.924166667,0.32541806,0.37458194,47900.0,48400,Multi-pass membrane protein
Q6UW88,0.019480519,0.071428571,0.038961039,0.032467532,0.071428571,0.11038961,0.422077922,0.292207792,0.090909091,0.116883117,0.487012987,0.512987013,17090.6358,0.103896104,0.988213711,1.055416667,0.922702381,0.174675325,0.344155844,18910.0,19410,Single-pass membrane protein
Q7RTY0,0.025821596,0.025821596,0.0657277,0.018779343,0.030516432,0.17370892,0.309859155,0.213615023,0.051643192,0.0657277,0.375586854,0.624413146,44991.0274,0.110328638,0.982449669,1.046095238,0.92852381,0.730751174,0.399061033,64400.0,64650,Multi-pass membrane protein
O95202,0.048714479,0.109607578,0.027063599,0.01623816,0.041948579,0.124492558,0.51014885,0.385656292,0.158322057,0.167794317,0.579161028,0.420838972,83353.1808,0.046008119,1.008551598,1.096285714,0.931321429,-0.438159675,0.286874154,44920.0,45670,Single-pass membrane protein
Q9UKR5,0.014285714,0.028571429,0.057142857,0.028571429,0.064285714,0.171428571,0.328571429,0.35,0.042857143,0.121428571,0.414285714,0.585714286,15863.705,0.114285714,0.97847619,1.04227381,0.930416667,0.53,0.428571429,23950.0,24075,Multi-pass membrane protein
P53794,0.033426184,0.050139276,0.051532033,0.009749304,0.084958217,0.114206128,0.383008357,0.264623955,0.08356546,0.093314763,0.41643454,0.58356546,79662.9717,0.10724234,0.988289039,1.091047619,0.927142857,0.438857939,0.385793872,115740.0,116615,Multi-pass membrane protein
Q86YT5,0.022887324,0.045774648,0.068661972,0.008802817,0.056338028,0.13556338,0.332746479,0.23415493,0.068661972,0.086267606,0.408450704,0.591549296,63061.4873,0.116197183,0.98573818,1.078738095,0.919428571,0.590492958,0.397887324,104390.0,105015,Multi-pass membrane protein
Q496J9,0.060522696,0.061898212,0.07565337,0.012379642,0.05914718,0.085281981,0.481430536,0.287482806,0.122420908,0.100412655,0.469050894,0.530949106,82341.2905,0.140302613,0.992562293,1.074440476,0.923654762,0.022971114,0.357634113,134190.0,135315,Multi-pass membrane protein
P11362,0.060827251,0.066909976,0.02189781,0.02676399,0.03892944,0.098540146,0.498783455,0.344282238,0.127737226,0.135036496,0.563260341,0.436739659,91866.7272,0.075425791,1.002440052,1.08325,0.929059524,-0.366545012,0.289537713,125710.0,126835,Single-pass membrane protein
Q8IVV8,0.024038462,0.057692308,0.067307692,0.028846154,0.052884615,0.139423077,0.346153846,0.274038462,0.081730769,0.081730769,0.394230769,0.605769231,23239.9092,0.139423077,0.978960397,1.046547619,0.923535714,0.619711538,0.4375,50420.0,50920,Multi-pass membrane protein
Q96PB8,0.061776062,0.042471042,0.034749035,0.034749035,0.046332046,0.131274131,0.482625483,0.386100386,0.104247104,0.131274131,0.563706564,0.436293436,29274.3537,0.069498069,0.995532857,1.073380952,0.929738095,-0.147876448,0.312741313,25440.0,26065,Single-pass membrane protein
Q86VB7,0.052768166,0.067474048,0.024221453,0.033737024,0.041522491,0.073529412,0.474048443,0.373702422,0.120242215,0.124567474,0.562283737,0.437716263,125449.4674,0.067474048,0.999301293,1.065071429,0.929619048,-0.32733564,0.248269896,238910.0,243535,Single-pass membrane protein
P30939,0.040983607,0.046448087,0.043715847,0.027322404,0.101092896,0.112021858,0.420765027,0.349726776,0.087431694,0.144808743,0.5,0.5,41708.5457,0.098360656,0.988906829,1.065702381,0.926845238,0.244535519,0.385245902,57870.0,58495,Multi-pass membrane protein
P54756,0.043394407,0.070395371,0.030858245,0.020250723,0.055930569,0.075216972,0.469623915,0.342333655,0.113789778,0.129218901,0.537126326,0.462873674,114802.0283,0.081967213,0.99988738,1.079,0.93202381,-0.242237223,0.291224687,139120.0,141245,Single-pass membrane protein
Q99677,0.027027027,0.02972973,0.094594595,0.008108108,0.081081081,0.102702703,0.405405405,0.302702703,0.056756757,0.102702703,0.486486486,0.513513514,41894.6773,0.135135135,0.984519127,1.052261905,0.926702381,0.416486486,0.397297297,34380.0,35130,Multi-pass membrane protein
Q9H9P2,0.036630037,0.058608059,0.029304029,0.025641026,0.043956044,0.095238095,0.468864469,0.333333333,0.095238095,0.113553114,0.545787546,0.454212454,30430.3993,0.095238095,0.997866883,1.067416667,0.937654762,-0.286080586,0.296703297,50880.0,51630,Single-pass membrane protein
Q8IZT8,0.026011561,0.066473988,0.057803468,0.023121387,0.072254335,0.115606936,0.416184971,0.453757225,0.092485549,0.179190751,0.526011561,0.473988439,40407.669,0.115606936,0.998243889,1.083035714,0.935595238,-0.339017341,0.358381503,45840.0,46090,Single-pass membrane protein
O15431,0.021052632,0.031578947,0.063157895,0.068421053,0.052631579,0.089473684,0.368421053,0.284210526,0.052631579,0.115789474,0.436842105,0.563157895,21090.4298,0.110526316,0.985990989,1.037011905,0.934166667,0.282631579,0.326315789,17420.0,17545,Multi-pass membrane protein
Q9NQX7,0.048689139,0.063670412,0.04494382,0.02247191,0.063670412,0.086142322,0.453183521,0.397003745,0.112359551,0.142322097,0.501872659,0.498127341,30223.4398,0.097378277,0.995868909,1.067797619,0.926309524,-0.158801498,0.333333333,24870.0,25245,Single-pass membrane protein
Q02161,0.026378897,0.021582734,0.055155875,0.023980815,0.059952038,0.1558753,0.316546763,0.230215827,0.047961631,0.081534772,0.366906475,0.633093525,45210.0097,0.110311751,0.982351249,1.069261905,0.926142857,0.751079137,0.42206235,70360.0,70610,Multi-pass membrane protein
Q9BWH2,0.026455026,0.063492063,0.068783069,0.010582011,0.026455026,0.074074074,0.412698413,0.354497354,0.08994709,0.148148148,0.486772487,0.513227513,20675.4203,0.105820106,1.003605093,1.078095238,0.938464286,-0.247619048,0.285714286,26470.0,26470,Multi-pass membrane protein
P16410,0.031390135,0.040358744,0.058295964,0.00896861,0.049327354,0.112107623,0.403587444,0.233183857,0.071748879,0.080717489,0.479820628,0.520179372,24655.616,0.112107623,0.989813863,1.071702381,0.926071429,0.296412556,0.349775785,25900.0,26400,Single-pass membrane protein
Q96DB9,0.078651685,0.039325843,0.02247191,0.02247191,0.04494382,0.101123596,0.556179775,0.337078652,0.117977528,0.117977528,0.668539326,0.331460674,19471.6513,0.039325843,1.005547549,1.063345238,0.937345238,-0.536516854,0.224719101,8480.0,8730,Single-pass membrane protein
Q15005,0.079646018,0.039823009,0.048672566,0.017699115,0.075221239,0.084070796,0.451327434,0.300884956,0.119469027,0.154867257,0.504424779,0.495575221,25002.5226,0.101769912,1.001199528,1.065678571,0.926619048,-0.169026549,0.309734513,33920.0,34170,Multi-pass membrane protein
Q9H0C2,0.041269841,0.034920635,0.079365079,0.00952381,0.053968254,0.082539683,0.352380952,0.368253968,0.076190476,0.158730159,0.447619048,0.552380952,35021.4532,0.126984127,0.99609092,1.077833333,0.93052381,-0.028571429,0.33968254,34380.0,34630,Multi-pass membrane protein
P54707,0.051973051,0.06159769,0.03946102,0.019249278,0.093358999,0.094321463,0.465832531,0.309913378,0.113570741,0.12319538,0.494706449,0.505293551,115509.1536,0.081809432,0.997131368,1.083119048,0.93,0.015591915,0.343599615,113680.0,114555,Multi-pass membrane protein
P48230,0.044554455,0.01980198,0.079207921,0.00990099,0.069306931,0.123762376,0.297029703,0.193069307,0.064356436,0.054455446,0.396039604,0.603960396,21395.9886,0.113861386,0.981889094,1.044333333,0.933285714,0.695049505,0.371287129,26470.0,27470,Multi-pass membrane protein
Q6GPH6,0.048648649,0.07027027,0.052252252,0.043243243,0.027027027,0.144144144,0.443243243,0.398198198,0.118918919,0.138738739,0.531531532,0.468468468,63394.5356,0.086486486,0.993401164,1.082,0.924511905,-0.113513514,0.327927928,72420.0,73420,Single-pass membrane protein
Q969S6,0.022058824,0.044117647,0.110294118,0.007352941,0.036764706,0.227941176,0.294117647,0.301470588,0.066176471,0.088235294,0.345588235,0.654411765,15759.8416,0.154411765,0.973072272,1.046916667,0.932380952,1.029411765,0.529411765,28990.0,29115,Multi-pass membrane protein
P55287,0.086683417,0.069095477,0.038944724,0.023869347,0.07160804,0.064070352,0.548994975,0.325376884,0.155778894,0.119346734,0.552763819,0.447236181,87964.2473,0.079145729,1.004199144,1.071178571,0.926071429,-0.41959799,0.288944724,63720.0,64220,Single-pass membrane protein
P36382,0.027932961,0.058659218,0.05027933,0.033519553,0.044692737,0.083798883,0.424581006,0.407821229,0.086592179,0.139664804,0.530726257,0.469273743,40379.9262,0.100558659,0.995271047,1.060392857,0.926083333,-0.227374302,0.315642458,50880.0,51505,Multi-pass membrane protein
Q8TDX6,0.043233083,0.080827068,0.056390977,0.030075188,0.043233083,0.103383459,0.473684211,0.428571429,0.12406015,0.165413534,0.537593985,0.462406015,61293.6647,0.101503759,1.000460575,1.069952381,0.924761905,-0.436278195,0.313909774,59820.0,60320,Single-pass membrane protein
Q14573,0.054661176,0.074503931,0.042680644,0.029202546,0.055409959,0.119056533,0.501310371,0.380381879,0.129165107,0.142643205,0.53837514,0.46162486,304103.0573,0.079371022,0.999059922,1.090857143,0.9235,-0.244290528,0.323099963,234240.0,237365,Multi-pass membrane protein
O00238,0.053784861,0.067729084,0.027888446,0.029880478,0.061752988,0.101593625,0.486055777,0.388446215,0.121513944,0.155378486,0.573705179,0.426294821,56929.831,0.077689243,0.999710664,1.071988095,0.920809524,-0.360159363,0.296812749,65320.0,66445,Single-pass membrane protein
O43508,0.032128514,0.064257028,0.02811245,0.020080321,0.020080321,0.152610442,0.393574297,0.449799197,0.096385542,0.144578313,0.493975904,0.506024096,27215.853,0.064257028,0.998363046,1.066404762,0.934583333,-0.182730924,0.297188755,21430.0,21680,Single-pass membrane protein
Q8NHL6,0.046153846,0.058461538,0.02,0.026153846,0.029230769,0.103076923,0.492307692,0.341538462,0.104615385,0.109230769,0.569230769,0.430769231,70818.5228,0.075384615,1.003815263,1.066892857,0.924345238,-0.445692308,0.264615385,97750.0,98375,Single-pass membrane protein
Q9NPZ5,0.030959752,0.049535604,0.040247678,0.024767802,0.037151703,0.099071207,0.383900929,0.517027864,0.080495356,0.173374613,0.541795666,0.458204334,36918.2098,0.089783282,0.997622611,1.065869048,0.921345238,-0.439009288,0.306501548,51910.0,51910,Single-pass membrane protein
O00254,0.018716578,0.024064171,0.080213904,0.029411765,0.082887701,0.139037433,0.355614973,0.245989305,0.042780749,0.088235294,0.419786096,0.580213904,42507.6975,0.163101604,0.976601011,1.058142857,0.925071429,0.625668449,0.441176471,70250.0,71125,Multi-pass membrane protein
Q9NPG1,0.040540541,0.051051051,0.057057057,0.03003003,0.067567568,0.100600601,0.415915916,0.366366366,0.091591592,0.126126126,0.503003003,0.496996997,76261.9009,0.118618619,0.988357994,1.066357143,0.92027381,0.048798799,0.346846847,113220.0,114720,Multi-pass membrane protein
Q96K12,0.038834951,0.046601942,0.050485437,0.019417476,0.083495146,0.099029126,0.417475728,0.396116505,0.085436893,0.139805825,0.495145631,0.504854369,59437.7772,0.112621359,0.991819829,1.054202381,0.927535714,-0.029708738,0.363106796,95800.0,96300,Single-pass membrane protein
P51790,0.047677262,0.055012225,0.053789731,0.019559902,0.078239609,0.097799511,0.420537897,0.294621027,0.102689487,0.108801956,0.454767726,0.545232274,90965.1876,0.113691932,0.990915534,1.074702381,0.923619048,0.17396088,0.355745721,149200.0,150325,Multi-pass membrane protein
Q9UBX3,0.031358885,0.031358885,0.048780488,0.024390244,0.024390244,0.132404181,0.351916376,0.3728223,0.06271777,0.135888502,0.452961672,0.547038328,31282.1157,0.087108014,0.989780361,1.051535714,0.931357143,0.147735192,0.331010453,20400.0,20900,Multi-pass membrane protein
Q9HBW0,0.020114943,0.034482759,0.037356322,0.031609195,0.028735632,0.163793103,0.327586207,0.393678161,0.054597701,0.126436782,0.425287356,0.574712644,38740.2968,0.091954023,0.979751229,1.056630952,0.927988095,0.495114943,0.390804598,52370.0,53120,Multi-pass membrane protein
Q14739,0.034146341,0.056910569,0.063414634,0.022764228,0.055284553,0.120325203,0.408130081,0.377235772,0.091056911,0.146341463,0.481300813,0.518699187,70702.3254,0.13495935,0.993235404,1.073619048,0.925059524,-0.055609756,0.382113821,109670.0,110045,Multi-pass membrane protein
Q6UWJ8,0.017241379,0.068965517,0.034482759,0.040229885,0.028735632,0.091954023,0.344827586,0.32183908,0.086206897,0.120689655,0.505747126,0.494252874,18403.0268,0.063218391,0.992311039,1.050619048,0.929130952,0.110344828,0.270114943,15470.0,16220,Single-pass membrane protein
